date,state,cases,deaths
2021-02-24,TN,1506,21
2020-01-23,OH,0,0
2020-05-28,NY,685,46
2020-08-28,NY,366,2
2021-07-29,IA,440,0
2021-01-26,PA,5085,219
2020-12-25,SD,0,0
2021-05-17,TN,327,10
2020-05-12,PA,806,75
2020-05-27,NY,462,50
2021-03-12,SD,184,2
2021-09-01,NY,2829,18
2021-03-31,IA,537,14
2020-12-09,OH,10094,84
2020-12-11,PA,12787,225
2021-08-04,TN,4023,15
2021-03-23,RMI,0,0
2021-07-12,NY,223,0
2020-05-21,NM,155,10
2021-06-02,NM,71,0
2021-08-13,PA,2020,16
2021-05-12,TN,704,6
2021-01-30,SD,115,7
2020-04-02,RMI,0,0
2020-02-19,NM,0,0
2021-07-18,NY,491,1
2021-05-29,SD,9,0
2021-05-21,TN,542,11
2021-04-08,SD,222,1
2021-05-15,NY,1370,11
2020-07-20,RMI,0,0
2020-10-19,NM,514,5
2021-08-26,OH,5395,0
2021-08-22,IA,784,0
2020-02-15,TN,0,0
2021-08-09,IA,521,0
2020-12-13,NY,6816,91
2021-04-15,TN,1374,11
2020-11-27,SD,2138,39
2020-02-10,NM,0,0
2021-06-12,NM,75,3
2021-01-05,TN,10307,107
2020-04-04,NM,48,2
2020-04-30,PA,1597,97
2020-11-01,PA,2092,5
2020-06-11,NY,337,22
2021-05-24,NY,589,9
2021-03-15,NM,177,3
2020-05-29,PA,726,73
2021-02-14,OH,1809,6
2020-11-25,NY,4349,33
2020-11-09,NM,1408,32
2020-12-01,TN,11167,80
2020-02-23,TN,0,0
2020-05-30,TN,651,7
2020-03-09,RMI,0,0
2020-08-09,SD,128,0
2021-08-25,IA,1280,42
2020-10-21,SD,587,3
2020-10-04,PA,984,17
2020-06-12,NY,385,30
2020-09-06,NY,434,6
2020-02-19,NY,0,0
2020-05-20,SD,92,0
2020-07-09,OH,1150,15
2020-05-28,NM,112,10
2021-02-16,IA,456,26
2020-03-05,RMI,0,0
2020-07-08,PA,907,36
2020-11-02,RMI,0,0
2021-06-28,TN,129,3
2020-12-21,PA,7759,57
2021-01-09,NY,10899,143
2020-04-13,PA,1311,17
2020-12-09,NM,3003,50
2020-04-16,SD,143,1
2021-02-14,NM,282,10
2020-07-27,NM,460,12
2020-07-12,SD,45,0
2021-04-01,NM,293,6
2021-08-01,NY,1254,5
2020-11-05,RMI,0,0
2021-03-29,PA,2885,14
2021-07-13,TN,771,4
2021-01-21,NY,8688,119
2020-03-31,PA,778,14
2020-12-17,NY,7287,91
2020-10-29,PA,2372,44
2020-03-25,SD,11,0
2020-11-26,RMI,0,0
2021-06-01,SD,18,0
2020-05-13,OH,471,47
2021-02-21,TN,991,20
2020-12-29,SD,501,0
2021-07-10,NM,99,1
2020-05-06,RMI,0,0
2020-09-07,NM,37,0
2021-02-05,SD,131,10
2020-11-09,OH,4706,7
2021-06-16,NY,170,3
2021-09-07,PA,2536,10
2020-04-29,IA,467,12
2020-04-09,IA,125,2
2020-12-16,PA,10211,278
2020-02-26,TN,0,0
2020-03-05,PA,0,0
2021-08-21,NY,2906,13
2020-06-08,NM,122,5
2020-07-30,PA,932,13
2020-02-25,TN,0,0
2020-12-09,NY,6858,81
2021-07-04,OH,105,0
2020-01-26,IA,0,0
2020-05-25,TN,151,10
2021-04-12,IA,232,0
2020-04-05,PA,1437,14
2020-10-23,NM,791,11
2021-03-12,IA,495,9
2021-07-17,TN,804,6
2021-03-29,TN,726,8
2021-04-23,IA,440,3
2020-06-25,IA,552,3
2020-08-17,TN,540,30
2021-01-30,TN,2358,55
2020-12-01,OH,9030,119
2020-11-13,OH,8071,42
2021-03-16,OH,1883,78
2020-06-04,TN,664,8
2020-02-17,SD,0,0
2020-02-19,TN,0,0
2020-10-30,SD,1559,12
2021-06-30,OH,200,0
2020-05-22,NY,887,56
2021-08-25,TN,10911,34
2020-07-10,SD,65,6
2021-08-31,NY,2380,12
2020-07-21,TN,2846,20
2021-03-04,RMI,0,0
2021-05-23,PA,938,13
2021-02-09,TN,2680,36
2020-02-28,OH,0,0
2021-04-05,NM,443,2
2021-08-27,SD,439,2
2020-02-08,SD,0,0
2021-06-03,NY,296,7
2020-09-06,SD,220,0
2020-11-21,TN,5964,67
2020-02-12,PA,0,0
2020-02-21,PA,0,0
2021-01-17,NM,744,17
2020-05-29,OH,651,33
2020-11-17,IA,3035,37
2020-09-01,NY,449,2
2020-04-01,NM,48,2
2021-06-17,SD,11,1
2020-08-23,OH,637,3
2021-02-24,NM,446,4
2020-08-29,RMI,0,0
2020-02-04,IA,0,0
2020-07-06,OH,805,16
2021-04-11,IA,437,0
2021-02-23,RMI,0,0
2021-02-10,SD,175,6
2021-07-30,PA,992,8
2020-06-08,IA,400,10
2021-06-25,SD,14,1
2021-03-21,TN,725,7
2020-02-16,OH,0,0
2020-04-05,RMI,0,0
2020-12-22,RMI,0,0
2021-07-07,NY,173,3
2020-11-03,PA,2765,32
2020-10-10,TN,2169,26
2020-03-03,RMI,0,0
2020-12-19,OH,8567,64
2021-08-23,RMI,0,0
2021-02-20,IA,460,0
2020-12-27,NY,4781,88
2020-03-27,PA,539,6
2020-09-23,IA,1056,8
2021-03-22,NY,2796,17
2021-03-24,OH,1848,0
2020-10-04,OH,941,0
2021-07-11,RMI,0,0
2020-02-16,NY,0,0
2020-10-17,NY,978,6
2021-03-30,TN,1562,6
2020-08-16,RMI,0,0
2020-09-19,IA,828,4
2021-03-16,NM,176,5
2021-04-14,TN,1402,11
2021-04-16,NM,263,1
2020-07-07,SD,58,1
2020-10-25,TN,1261,45
2021-07-08,IA,144,0
2020-08-23,PA,614,2
2020-02-20,IA,0,0
2021-08-13,OH,2732,34
2020-04-29,SD,60,2
2020-04-25,PA,1433,45
2020-11-08,OH,4541,11
2020-09-18,TN,1538,26
2021-03-05,IA,505,13
2020-08-15,NM,142,3
2021-06-21,TN,89,4
2020-04-11,NY,4022,236
2021-02-01,RMI,0,0
2020-02-20,SD,0,0
2020-11-04,IA,2760,22
2021-01-01,SD,0,0
2020-04-17,SD,100,0
2021-07-06,TN,369,2
2021-08-28,IA,673,0
2020-03-12,PA,8,0
2021-06-25,NY,141,3
2020-02-06,PA,0,0
2020-10-07,NY,812,7
2021-02-27,IA,419,7
2021-01-18,NM,626,21
2020-05-20,NY,796,56
2021-03-22,PA,1605,1
2020-06-19,NM,107,4
2020-08-12,SD,102,1
2021-07-12,IA,93,0
2020-09-09,SD,168,0
2020-06-23,PA,526,92
2021-02-26,IA,688,25
2021-05-08,SD,25,0
2020-12-09,PA,8144,220
2021-03-17,TN,1460,9
2020-07-05,PA,537,5
2020-08-04,NY,430,3
2021-04-08,IA,631,7
2020-11-13,NY,3575,19
2020-12-22,PA,8345,231
2020-10-21,IA,1112,27
2020-06-14,TN,407,7
2021-07-03,TN,259,2
2020-12-05,TN,6418,83
2021-05-16,NM,178,5
2021-08-15,OH,1977,0
2020-11-06,OH,5008,33
2020-12-31,IA,1710,69
2021-07-07,TN,508,3
2020-12-03,NM,1899,38
2020-07-05,TN,572,16
2020-02-26,NY,0,0
2020-08-07,TN,1844,25
2021-07-19,PA,220,3
2021-03-24,NM,211,3
2020-10-24,RMI,0,0
2020-04-19,TN,335,2
2020-06-11,IA,370,9
2020-11-02,SD,526,1
2021-04-07,IA,750,1
2021-06-22,SD,35,0
2020-07-18,NM,280,2
2020-07-31,NY,359,4
2020-01-31,SD,0,0
2021-08-10,PA,2099,11
2021-06-28,IA,41,0
2020-10-17,RMI,0,0
2020-04-04,RMI,0,0
2021-05-02,RMI,0,0
2021-04-03,TN,916,11
2020-08-04,RMI,0,0
2020-03-09,SD,0,0
2021-03-27,TN,1131,15
2021-04-21,NM,168,3
2021-01-25,OH,4334,57
2020-06-14,RMI,0,0
2020-10-08,OH,1539,13
2020-07-09,PA,735,32
2021-07-28,SD,40,2
2021-02-20,NY,3542,52
2020-10-16,PA,1609,25
2020-01-29,NM,0,0
2020-11-28,RMI,0,0
2020-11-26,PA,8420,118
2020-12-30,OH,8178,133
2021-08-17,TN,8246,25
2021-03-07,TN,684,20
2020-07-06,NY,271,5
2020-03-12,TN,18,0
2020-08-18,PA,625,31
2021-03-15,IA,297,1
2020-10-10,OH,1356,3
2021-06-02,RMI,0,0
2020-03-22,NY,1978,3
2020-04-03,SD,22,0
2021-04-04,RMI,0,0
2020-10-03,TN,1845,22
2020-10-13,NM,351,2
2021-08-16,RMI,0,0
2021-04-25,TN,524,7
2021-07-04,IA,25,0
2020-02-05,PA,0,0
2021-02-12,TN,1825,34
2020-08-11,RMI,0,0
2020-06-25,TN,1632,7
2020-12-25,PA,7041,139
2021-05-12,IA,376,5
2021-05-23,TN,270,4
2020-03-23,SD,7,0
2021-02-20,SD,147,6
2021-09-07,NM,627,4
2021-04-10,NY,3988,26
2020-08-21,RMI,0,0
2020-04-06,TN,90,10
2020-02-06,RMI,0,0
2021-01-09,RMI,0,0
2020-04-09,TN,231,16
2020-06-27,NY,339,10
2021-03-28,NM,161,1
2020-05-04,OH,560,18
2020-09-05,TN,1959,21
2021-05-14,NM,218,4
2020-08-13,RMI,0,0
2021-02-23,NY,3122,43
2021-07-07,SD,15,1
2021-07-05,SD,11,0
2021-08-09,NY,1681,6
2021-04-15,NM,227,4
2020-03-23,IA,15,0
2021-01-28,TN,2567,62
2021-08-09,SD,123,0
2021-05-13,NM,200,1
2020-02-27,NM,0,0
2021-01-28,PA,6987,198
2020-09-20,TN,611,18
2021-06-03,RMI,0,0
2021-03-13,OH,1558,0
2021-08-03,NY,1488,1
2021-08-20,SD,304,0
2020-07-25,IA,400,3
2020-11-18,IA,4129,38
2021-04-04,NY,3779,22
2020-12-22,SD,435,0
2021-06-01,TN,154,6
2021-05-03,IA,101,0
2021-07-06,SD,11,0
2021-01-27,NY,6081,118
2020-08-14,NY,360,3
2021-09-07,NY,2262,26
2021-06-24,NY,169,0
2020-09-05,IA,991,20
2020-10-30,RMI,0,0
2021-02-19,IA,547,15
2020-11-23,PA,5029,28
2021-01-08,IA,2255,59
2020-07-12,PA,650,7
2021-01-05,PA,8684,185
2020-07-03,OH,1091,17
2021-01-02,SD,665,13
2021-04-26,NY,1696,23
2020-05-28,TN,659,7
2020-02-18,SD,0,0
2021-08-19,RMI,0,0
2020-10-30,PA,2511,22
2021-09-06,IA,1071,0
2020-06-28,IA,477,1
2020-02-20,PA,0,0
2021-08-12,OH,3272,0
2021-05-29,NY,532,6
2021-07-31,PA,1142,2
2020-08-14,OH,1131,29
2020-05-15,IA,374,18
2020-05-25,PA,530,13
2020-03-22,SD,7,0
2020-12-02,SD,1291,47
2020-06-28,NM,190,1
2021-05-10,TN,373,8
2020-07-13,TN,844,17
2020-02-14,NY,0,0
2020-12-09,SD,985,36
2021-01-25,PA,3803,55
2020-06-05,OH,476,16
2021-06-07,NY,293,5
2021-07-28,NM,328,1
2021-03-26,NM,225,2
2020-05-23,TN,451,3
2021-08-01,NM,358,4
2021-06-18,IA,75,1
2020-02-18,TN,0,0
2020-06-26,PA,618,24
2020-09-19,PA,924,22
2021-03-19,TN,1495,14
2020-06-15,NY,239,19
2021-06-10,NM,96,1
2020-02-01,RMI,0,0
2020-03-17,NY,243,0
2021-01-11,IA,821,1
2021-09-07,IA,0,0
2021-04-18,TN,623,10
2021-06-19,IA,75,1
2021-07-29,PA,1064,4
2020-10-27,NM,583,4
2020-12-06,SD,687,19
2020-09-17,IA,636,3
2020-10-01,OH,1327,13
2020-12-27,IA,576,1
2021-04-11,SD,0,0
2020-03-20,PA,99,0
2020-05-24,NM,148,3
2020-09-22,SD,320,0
2021-02-01,NY,4314,88
2020-10-03,NY,1019,7
2021-04-24,OH,1526,0
2020-08-28,RMI,0,0
2020-01-28,RMI,0,0
2020-09-14,TN,533,14
2020-06-23,OH,590,31
2020-07-06,NM,251,5
2020-07-11,NM,224,0
2020-08-07,RMI,0,0
2021-08-24,TN,11030,22
2020-08-11,NM,199,2
2020-11-11,RMI,0,0
2020-07-02,RMI,0,0
2021-04-26,PA,1865,0
2020-06-17,PA,367,42
2020-08-10,NY,239,1
2020-07-23,OH,1444,21
2021-06-22,IA,157,3
2020-01-29,IA,0,0
2020-11-01,NM,742,16
2021-06-03,PA,572,36
2020-08-18,SD,83,1
2020-10-29,IA,2423,15
2020-06-13,OH,424,46
2021-06-06,OH,268,0
2020-03-12,NM,2,0
2020-02-02,IA,0,0
2021-02-10,NM,510,11
2020-07-19,OH,1110,42
2020-09-19,TN,1559,28
2020-04-18,NM,87,5
2020-02-01,IA,0,0
2020-12-28,PA,3675,76
2020-07-10,NM,298,5
2021-05-22,TN,401,9
2021-05-10,PA,996,7
2021-05-30,RMI,0,0
2021-05-03,NM,213,0
2021-04-03,NM,0,4
2020-03-26,IA,34,0
2021-08-29,TN,4188,36
2020-09-23,OH,903,52
2021-03-23,OH,1628,41
2020-04-18,RMI,0,0
2020-04-29,OH,534,138
2020-01-25,TN,0,0
2020-05-18,PA,826,0
2020-10-21,NM,819,10
2021-06-15,PA,371,24
2021-08-17,SD,395,2
2021-02-23,SD,212,0
2020-10-12,PA,1111,18
2021-03-02,RMI,0,0
2021-06-06,NM,71,1
2020-01-26,NM,0,0
2020-02-12,NM,0,0
2021-04-05,RMI,0,0
2021-08-12,RMI,0,0
2020-05-18,NY,613,48
2021-04-28,PA,3301,57
2020-06-22,IA,94,1
2021-05-03,OH,995,0
2021-06-16,SD,5,0
2020-07-03,SD,85,0
2021-06-19,OH,252,14
2021-01-23,NM,848,15
2020-06-24,TN,1376,5
2021-08-01,RMI,0,0
2021-03-26,RMI,0,0
2020-02-05,NY,0,0
2021-03-03,SD,181,5
2021-02-21,RMI,0,0
2021-06-26,OH,254,0
2021-09-02,NM,988,15
2020-04-24,PA,1815,71
2020-11-11,IA,5038,25
2020-05-08,SD,239,0
2021-06-16,PA,243,17
2021-07-21,RMI,0,0
2021-02-06,OH,3549,81
2020-01-31,TN,0,0
2021-01-17,PA,5783,122
2020-11-29,TN,3481,62
2021-06-13,NM,75,0
2021-07-20,NM,135,2
2020-10-15,TN,2466,37
2020-07-20,SD,37,0
2020-06-26,OH,987,16
2021-08-14,TN,4954,33
2020-05-09,IA,214,9
2021-02-01,PA,3352,85
2020-08-17,OH,775,6
2020-07-14,RMI,0,0
2020-12-02,TN,7462,68
2021-01-16,IA,1150,64
2020-02-16,RMI,0,0
2021-03-31,RMI,0,0
2021-02-14,PA,2431,24
2020-02-23,NM,0,0
2021-04-08,RMI,0,0
2020-03-02,RMI,0,0
2020-10-30,NM,1005,13
2020-08-30,TN,646,25
2020-05-18,TN,103,7
2020-03-10,NM,0,0
2021-06-26,SD,6,0
2021-03-21,NM,171,3
2020-07-10,RMI,0,0
2021-06-11,TN,205,6
2021-02-25,TN,1303,18
2020-10-04,NM,181,2
2021-06-28,SD,8,0
2020-07-06,TN,953,19
2021-05-26,SD,48,0
2020-02-22,IA,0,0
2020-10-27,IA,1079,13
2021-05-31,NM,109,1
2021-03-27,NY,4298,32
2020-12-20,PA,6465,99
2021-03-31,PA,4393,44
2021-05-20,OH,1208,0
2021-03-26,PA,4989,36
2020-03-15,TN,33,0
2020-07-16,OH,1290,28
2021-06-20,OH,252,16
2021-01-27,RMI,0,0
2021-02-24,OH,1842,77
2020-09-20,RMI,0,0
2021-01-18,PA,3988,80
2021-07-31,NY,1368,2
2020-02-12,OH,0,0
2020-08-23,TN,859,17
2021-07-04,RMI,0,0
2021-06-26,TN,184,6
2021-02-26,NM,656,8
2020-02-21,IA,0,0
2021-05-26,PA,1037,38
2020-02-29,PA,0,0
2021-04-11,OH,1855,0
2021-06-12,OH,385,0
2020-08-14,SD,127,2
2021-08-11,TN,5664,18
2021-01-02,OH,14293,55
2020-08-24,NM,73,3
2021-01-04,RMI,0,0
2020-12-22,TN,9099,103
2020-04-17,IA,191,4
2020-03-22,PA,116,0
2020-07-28,IA,228,5
2020-06-24,SD,66,1
2021-07-27,OH,1317,23
2021-08-15,IA,584,0
2021-03-04,SD,232,3
2021-07-09,IA,146,0
2020-02-20,NY,0,0
2021-05-02,PA,2440,22
2020-07-16,TN,2460,17
2021-05-19,NM,153,4
2021-08-08,OH,1413,0
2020-09-30,RMI,0,0
2021-05-31,TN,171,6
2020-07-09,RMI,0,0
2020-09-11,RMI,0,0
2020-06-19,PA,551,20
2020-12-05,NY,7532,57
2020-11-16,SD,897,0
2020-02-22,NM,0,0
2021-08-17,OH,3235,34
2020-05-16,IA,279,10
2021-03-23,IA,513,8
2021-07-25,IA,195,0
2020-04-01,NY,3617,64
2020-06-23,RMI,0,0
2021-08-23,NM,734,2
2020-12-12,RMI,0,0
2021-04-21,PA,4459,60
2021-02-02,NM,432,18
2021-07-24,NY,740,0
2021-05-07,NM,279,1
2020-03-02,SD,0,0
2020-04-27,NM,97,10
2020-02-24,IA,0,0
2021-03-29,NM,182,2
2020-06-01,NY,480,29
2020-12-22,OH,7678,130
2021-08-23,PA,1787,2
2021-02-10,RMI,0,0
2020-12-17,IA,1779,97
2020-08-14,IA,599,7
2020-10-29,TN,3201,37
2020-07-27,RMI,0,0
2021-08-28,OH,5204,0
2021-06-08,TN,294,2
2020-02-24,OH,0,0
2021-09-05,NY,2869,22
2020-11-12,TN,4110,49
2020-05-04,NY,1218,157
2020-06-10,SD,81,1
2020-12-05,RMI,0,0
2021-07-21,IA,265,12
2021-05-14,SD,45,2
2021-08-12,NY,2444,13
2020-08-18,NM,79,2
2020-09-29,PA,1152,16
2021-04-10,OH,2048,0
2020-07-30,NM,252,7
2020-08-23,IA,540,6
2020-07-03,TN,1954,9
2020-11-11,NY,3089,16
2020-10-09,NM,485,3
2020-05-02,OH,592,19
2020-06-22,TN,421,10
2020-04-06,OH,407,23
2021-07-14,SD,43,1
2020-08-28,SD,323,3
2021-06-08,IA,89,5
2020-03-13,OH,0,0
2020-03-31,OH,266,16
2021-02-01,TN,1329,48
2021-01-12,IA,1105,83
2021-08-14,NY,2322,9
2020-05-31,SD,33,0
2021-07-16,TN,810,4
2020-05-01,SD,76,4
2020-11-10,NY,2757,28
2021-01-25,SD,32,0
2021-04-12,TN,703,5
2021-08-26,NY,3172,16
2021-04-16,PA,5564,56
2021-06-19,NY,237,13
2020-08-22,SD,251,1
2020-08-22,OH,1119,20
2020-12-20,RMI,0,0
2021-06-06,PA,354,5
2021-01-19,IA,1057,8
2021-08-21,IA,784,0
2021-02-17,RMI,0,0
2021-06-05,NY,490,10
2020-05-06,IA,293,12
2020-08-25,PA,592,26
2020-04-13,NY,2782,218
2020-03-25,PA,259,3
2021-03-01,NM,165,10
2021-04-21,NY,2341,24
2020-09-11,IA,795,5
2020-11-05,PA,2949,47
2020-11-05,NY,1930,12
2021-08-17,PA,2544,27
2021-05-04,TN,1140,6
2020-11-29,NY,4429,46
2020-05-30,IA,288,8
2020-11-01,IA,2395,1
2021-05-31,IA,40,0
2020-07-08,SD,79,0
2021-01-22,OH,4278,81
2021-06-13,PA,187,0
2021-02-27,NY,3769,31
2021-01-28,SD,187,24
2020-03-09,TN,0,0
2021-03-29,NY,3637,23
2020-11-12,OH,7101,35
2020-02-29,IA,0,0
2021-07-30,IA,441,0
2021-07-11,SD,15,0
2021-08-06,RMI,0,0
2021-03-24,IA,758,6
2020-12-28,OH,4519,62
2020-11-09,SD,907,1
2020-07-14,OH,1142,5
2020-08-30,NY,417,6
2020-03-22,NM,8,0
2020-08-15,IA,858,7
2021-03-24,SD,270,1
2021-07-05,OH,105,0
2020-06-16,TN,1027,15
2021-04-10,IA,441,8
2021-04-04,OH,0,0
2020-05-19,NY,883,54
2020-08-20,OH,1122,22
2021-01-22,SD,316,11
2020-08-07,NY,370,3
2020-04-22,PA,1296,58
2020-11-30,PA,4409,32
2021-02-13,NM,565,11
2020-10-12,RMI,0,0
2020-07-26,IA,528,1
2020-04-28,NY,1261,113
2020-11-19,TN,5553,43
2020-08-31,NM,69,0
2020-06-22,RMI,0,0
2020-02-07,RMI,0,0
2021-07-03,RMI,0,0
2020-05-18,NM,158,2
2021-07-05,NM,50,1
2021-08-16,NY,2069,6
2021-08-02,OH,895,0
2020-12-23,NM,1167,26
2020-09-21,NY,313,0
2021-03-24,RMI,0,0
2020-10-09,PA,1427,9
2020-04-15,RMI,0,0
2020-06-27,OH,817,16
2020-07-15,TN,2603,11
2020-04-01,IA,52,2
2021-05-08,IA,264,1
2020-12-16,OH,5409,123
2020-12-07,OH,9273,63
2021-05-22,PA,1344,39
2020-04-18,SD,131,0
2020-11-30,IA,1485,27
2021-07-27,IA,515,0
2020-07-14,IA,321,3
2020-04-08,PA,1807,70
2021-04-10,TN,1175,13
2021-08-13,RMI,0,0
2020-04-19,SD,93,0
2020-08-10,SD,58,0
2021-07-20,SD,24,0
2021-08-16,OH,1814,0
2021-02-26,SD,143,7
2020-10-18,SD,658,8
2020-04-22,RMI,0,0
2021-05-06,SD,84,1
2020-02-14,PA,0,0
2021-05-21,RMI,0,0
2020-09-10,IA,1010,13
2021-08-10,OH,2326,24
2020-05-25,NY,641,49
2021-03-22,RMI,0,0
2021-08-18,OH,3303,0
2020-11-27,RMI,0,0
2021-01-17,IA,636,2
2020-11-30,NY,4315,45
2020-05-17,TN,215,6
2020-03-30,NY,3299,36
2020-04-25,OH,418,21
2021-02-17,OH,1816,60
2021-02-20,RMI,0,0
2020-08-20,PA,833,0
2020-05-10,NM,85,9
2020-03-28,SD,10,0
2021-05-14,TN,696,6
2021-02-06,NY,5902,95
2021-04-28,RMI,0,0
2020-02-22,PA,0,0
2021-06-19,SD,4,0
2021-08-11,PA,1848,11
2020-01-23,TN,0,0
2020-04-13,TN,66,8
2021-01-27,IA,1001,8
2020-06-11,OH,429,33
2020-05-06,TN,460,10
2021-07-13,OH,344,31
2020-05-02,PA,1403,64
2020-11-06,NM,1284,21
2021-01-10,OH,6088,28
2020-08-28,PA,864,20
2021-05-22,OH,871,0
2020-11-09,NY,1988,18
2021-04-02,PA,4893,28
2021-05-22,NY,852,14
2020-03-08,SD,0,0
2020-11-07,TN,4125,47
2020-07-19,PA,744,3
2020-02-05,SD,0,0
2020-10-28,NM,657,12
2020-01-27,NM,0,0
2020-12-30,NY,8712,112
2020-07-08,NY,403,5
2021-09-03,SD,483,1
2021-09-01,RMI,0,0
2020-04-13,IA,123,2
2020-06-21,SD,72,0
2020-09-13,RMI,0,0
2020-12-12,NY,7146,74
2021-05-15,RMI,0,0
2020-09-25,NY,537,5
2020-05-17,NY,896,71
2020-05-08,PA,1478,200
2020-04-19,OH,1380,20
2020-02-11,NM,0,0
2020-04-29,NM,239,6
2020-12-24,TN,6977,98
2020-10-13,NY,848,4
2020-08-09,RMI,0,0
2020-10-29,OH,3590,19
2020-07-06,IA,304,2
2020-04-21,TN,680,4
2020-04-23,RMI,0,0
2021-06-30,RMI,0,0
2021-06-20,NY,54,0
2021-02-12,NM,401,10
2021-08-19,TN,7108,32
2021-01-19,SD,127,0
2020-11-02,NY,992,9
2021-01-22,PA,5319,193
2020-10-28,TN,3277,46
2020-07-01,PA,658,25
2021-05-06,TN,904,12
2020-04-12,SD,104,0
2020-07-11,NY,423,4
2020-07-29,TN,2147,21
2021-06-12,NY,272,9
2020-02-26,RMI,0,0
2020-06-29,IA,293,3
2020-06-26,NM,216,2
2020-04-29,NY,2082,110
2020-08-21,TN,1659,20
2020-09-07,TN,549,35
2020-05-09,RMI,0,0
2021-02-15,TN,775,31
2020-12-20,TN,3727,93
2020-11-06,NY,2006,13
2020-10-30,IA,2670,10
2021-06-14,RMI,0,0
2021-03-16,TN,1625,8
2020-03-27,NY,3372,37
2020-05-01,NY,1730,97
2021-03-22,SD,105,0
2021-01-08,RMI,0,0
2021-02-03,NM,670,12
2020-12-17,TN,7619,84
2020-04-27,RMI,0,0
2021-01-12,NM,887,26
2020-04-27,OH,362,25
2020-03-15,RMI,0,0
2021-04-22,IA,470,5
2021-08-08,NM,435,2
2021-01-06,NY,11025,118
2020-05-24,PA,701,15
2020-01-22,SD,0,0
2020-01-27,PA,0,0
2021-05-29,IA,105,2
2020-12-13,TN,3470,80
2020-12-13,PA,9779,129
2020-09-18,OH,1011,28
2021-08-17,NM,746,3
2021-01-29,NY,6799,89
2021-02-02,SD,116,1
2020-03-10,TN,5,0
2020-11-17,RMI,0,0
2020-12-25,OH,0,0
2021-01-21,OH,7271,109
2020-03-25,NM,12,0
2020-08-20,NY,328,4
2020-04-04,NY,4694,58
2021-03-03,RMI,0,0
2021-02-16,NY,3053,44
2021-09-05,PA,3176,15
2021-04-28,NY,1849,18
2021-07-11,IA,92,0
2020-05-24,IA,352,9
2021-01-09,OH,8374,55
2020-01-23,NY,0,0
2021-02-27,SD,186,7
2020-10-18,PA,1285,26
2020-07-13,OH,1261,6
2020-11-02,IA,1762,24
2020-05-01,PA,1463,62
2020-07-17,PA,1041,15
2020-03-18,OH,21,0
2020-12-18,NM,1455,38
2020-06-03,PA,538,75
2020-12-29,NY,6868,91
2021-05-25,PA,1155,42
2020-08-12,RMI,0,0
2020-11-13,IA,5452,18
2021-05-13,RMI,0,0
2020-09-18,RMI,0,0
2020-12-22,NY,6260,120
2020-01-25,OH,0,0
2020-08-11,PA,835,35
2020-06-23,NY,282,14
2020-02-01,TN,0,0
2021-03-18,SD,237,4
2021-09-06,TN,12493,17
2020-07-14,SD,48,0
2021-07-17,OH,486,0
2020-07-15,NM,327,9
2020-02-23,PA,0,0
2020-10-20,RMI,0,0
2020-07-29,OH,1396,40
2021-01-01,NM,1278,29
2020-07-28,NY,336,4
2021-08-28,SD,153,1
2021-03-11,SD,201,1
2021-02-11,OH,2806,721
2021-08-19,NY,2758,12
2020-10-06,SD,278,0
2021-05-27,NY,631,6
2020-12-20,OH,8377,16
2020-11-22,SD,851,42
2021-05-08,NY,1939,18
2020-03-19,RMI,0,0
2020-03-27,RMI,0,0
2021-02-10,OH,3281,63
2021-08-12,IA,975,0
2021-06-04,SD,19,2
2020-02-20,RMI,0,0
2020-12-07,SD,509,0
2021-08-10,NM,683,3
2020-04-13,OH,457,20
2020-12-14,NM,1499,41
2020-11-23,OH,11885,24
2021-07-18,TN,571,2
2021-05-18,SD,98,1
2021-01-06,IA,2626,61
2021-01-19,TN,3824,80
2020-07-24,OH,1560,41
2021-04-22,OH,1724,0
2021-07-05,TN,138,3
2020-08-07,SD,98,3
2020-06-19,SD,49,3
2020-03-06,IA,0,0
2021-07-29,NY,1174,0
2020-02-28,NM,0,0
2020-03-27,SD,12,0
2020-12-23,TN,9462,108
2020-06-09,RMI,0,0
2020-09-08,SD,103,0
2021-03-08,NM,118,6
2020-09-07,IA,393,3
2021-07-28,IA,515,13
2021-04-13,NY,2718,19
2020-05-19,RMI,0,0
2021-04-13,RMI,0,0
2020-05-12,OH,473,79
2021-04-16,TN,1253,12
2020-12-27,PA,5072,127
2020-09-24,IA,1225,8
2021-01-09,SD,321,14
2020-12-04,IA,634,2
2021-02-16,SD,217,0
2021-02-11,RMI,0,0
2021-06-18,NY,236,0
2020-04-17,RMI,0,0
2020-05-13,NM,152,11
2021-04-09,NM,121,3
2020-05-05,PA,871,554
2021-08-16,TN,2936,24
2020-09-13,IA,809,1
2021-03-05,NM,304,3
2020-08-09,OH,879,1
2020-04-17,PA,1824,49
2021-01-07,NM,1835,22
2020-05-28,SD,83,0
2020-07-05,OH,968,4
2020-01-25,IA,0,0
2020-10-31,RMI,0,0
2020-07-14,TN,2980,19
2021-06-23,PA,224,8
2021-09-07,TN,12493,18
2021-07-15,SD,24,0
2020-01-30,PA,0,0
2020-06-30,NY,284,7
2020-05-31,PA,529,12
2020-06-13,TN,707,4
2020-11-28,NM,2130,31
2020-05-31,NM,65,6
2021-05-28,NY,547,11
2020-07-23,TN,2162,30
2021-09-03,PA,3438,27
2021-02-25,RMI,0,0
